model_group,model,planned_runs,reportable_runs,missing_or_excluded_runs,full_pass_count,full_pass_rate_reportable,full_pass_rate_planned,S_scen,S_step,A_planned_runs,A_reportable_runs,A_full_pass_count,A_full_pass_rate_reportable,A_S_scen,A_S_step,B_planned_runs,B_reportable_runs,B_full_pass_count,B_full_pass_rate_reportable,B_S_scen,B_S_step,C_planned_runs,C_reportable_runs,C_full_pass_count,C_full_pass_rate_reportable,C_S_scen,C_S_step,D_planned_runs,D_reportable_runs,D_full_pass_count,D_full_pass_rate_reportable,D_S_scen,D_S_step
Mini,GPT-5.4 nano,240,240,0,5,0.020833333333333332,0.020833333333333332,0.1753258090478714,0.3200119926093156,60,60,0,0.0,0.2533581277373877,0.42817544623707054,60,60,2,0.03333333333333333,0.1682001787797242,0.32257836389014083,60,60,3,0.05,0.17989282203392495,0.28143002905488707,60,60,0,0.0,0.0998521076404488,0.24786413125516393
Mini,Claude Haiku 4.5,240,240,0,1,0.004166666666666667,0.004166666666666667,0.14321864024752504,0.31520759445168683,60,60,1,0.016666666666666666,0.21200367442843587,0.40302036900546184,60,60,0,0.0,0.11937730942276395,0.29332943598902356,60,60,0,0.0,0.14164489094675212,0.3243994446919319,60,60,0,0.0,0.09984868619214825,0.24008112812032997
Mini,Gemini 3.1 Flash Lite,240,240,0,0,0.0,0.0,0.00929265023022673,0.1092086254750352,60,60,0,0.0,0.021694410444716438,0.1705637137177455,60,60,0,0.0,0.015476190476190477,0.1039105961784095,60,60,0,0.0,0.0,0.08676087640214476,60,60,0,0.0,0.0,0.07559931560184092
Turbo,GPT-5.4 mini,240,240,0,3,0.0125,0.0125,0.04254863002409148,0.13491418931519467,60,60,3,0.05,0.13468041074948506,0.2374774175847432,60,60,0,0.0,0.021265840220385676,0.12944989412362745,60,60,0,0.0,0.007661195319249192,0.09476658260584783,60,60,0,0.0,0.006587073807246005,0.07796286294656014
Turbo,Claude Sonnet 4.6,240,240,0,46,0.19166666666666668,0.19166666666666668,0.5497555653362104,0.6741890016497122,60,60,19,0.31666666666666665,0.6087924697566275,0.7079390698053888,60,60,14,0.23333333333333334,0.5713329357988448,0.6827396893876281,60,60,10,0.16666666666666666,0.5839703377453795,0.7009448916127305,60,60,3,0.05,0.43492651804398974,0.6051323557931013
Turbo,Gemini 3.1 Flash,240,240,0,23,0.09583333333333334,0.09583333333333334,0.36539280607686536,0.5085374539978545,60,60,13,0.21666666666666667,0.49747196620017403,0.5989372494970492,60,60,8,0.13333333333333333,0.3931674129855948,0.530116476701752,60,60,2,0.03333333333333333,0.33655344882456356,0.5077855793132688,60,60,0,0.0,0.23437839629712895,0.3973105104793479
Frontier,GPT-5.4,240,240,0,47,0.19583333333333333,0.19583333333333333,0.6837938329423489,0.8104259427702971,60,60,23,0.38333333333333336,0.741002624942856,0.8272308489218155,60,60,17,0.2833333333333333,0.753143170472716,0.8580919185467469,60,60,3,0.05,0.6411375957016896,0.7832561855177053,60,60,4,0.06666666666666667,0.5998919406521338,0.7731248180949204
Frontier,Claude Opus 4.6,240,240,0,69,0.2875,0.2875,0.7083843586966597,0.8230415055079925,60,60,32,0.5333333333333333,0.7780750910619221,0.8476837833511226,60,60,22,0.36666666666666664,0.750432604830332,0.8532105699291331,60,60,15,0.25,0.6903844016551667,0.8243391198534052,60,60,0,0.0,0.6146453372392177,0.7669325488983091
Frontier,Gemini 3.1 Pro Preview,240,240,0,58,0.24166666666666667,0.24166666666666667,0.6232431292170845,0.746569459653908,60,60,25,0.4166666666666667,0.7541364724503891,0.8370277429102999,60,60,19,0.31666666666666665,0.6582220808470809,0.7530038593896441,60,60,11,0.18333333333333332,0.6067903442765048,0.7566717042406068,60,60,3,0.05,0.4738236192943633,0.6395745320750806
