suite,family,tier,tier_name,model_tier,model_group,model_id,model,runs,full_pass,formal_mean,stepwise_mean,source
homefix_hub,Home Services,A,Consumer,T,Turbo,gpt54_mini,GPT-5.4 mini,10,0,0.0,0.08986276804590757,raw_current
homefix_hub,Home Services,A,Consumer,T,Turbo,claude_sonnet46,Claude Sonnet 4.6,10,1,0.3895348837209302,0.6182102377596564,raw_current
homefix_hub,Home Services,A,Consumer,T,Turbo,gemini_flash_latest,Gemini 3.1 Flash,10,3,0.4220930232558139,0.5165109777173731,raw_current
homefix_hub,Home Services,A,Consumer,F,Frontier,gpt54,GPT-5.4,10,0,0.5011627906976744,0.7453257240175845,raw_current
homefix_hub,Home Services,A,Consumer,F,Frontier,claude_opus46,Claude Opus 4.6,10,3,0.6465116279069767,0.8410066822712171,raw_current
homefix_hub,Home Services,A,Consumer,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,10,4,0.6627906976744186,0.7916765034061546,raw_current
homefix_hub,Home Services,B,Operational,M,Mini,gpt54_nano,GPT-5.4 nano,10,0,0.18482142857142855,0.36013880836425477,raw_current
homefix_hub,Home Services,B,Operational,M,Mini,claude_haiku45,Claude Haiku 4.5,10,0,0.10357142857142856,0.24167144982993194,raw_current
homefix_hub,Home Services,B,Operational,M,Mini,gemini31_flash_lite,Gemini 3.1 Flash Lite,10,0,0.09285714285714286,0.18382290700371054,raw_current
homefix_hub,Home Services,B,Operational,T,Turbo,gpt54_mini,GPT-5.4 mini,10,0,0.0,0.0936551419810348,raw_current
homefix_hub,Home Services,B,Operational,T,Turbo,claude_sonnet46,Claude Sonnet 4.6,10,1,0.3008928571428572,0.39843572845804986,raw_current
homefix_hub,Home Services,B,Operational,T,Turbo,gemini_flash_latest,Gemini 3.1 Flash,10,1,0.6214285714285714,0.7323293683003504,raw_current
homefix_hub,Home Services,B,Operational,F,Frontier,gpt54,GPT-5.4,10,1,0.6116071428571429,0.7276494698258091,raw_current
homefix_hub,Home Services,B,Operational,F,Frontier,claude_opus46,Claude Opus 4.6,10,3,0.7276785714285714,0.8553385416666668,raw_current
homefix_hub,Home Services,B,Operational,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,10,0,0.6848214285714287,0.853625831014224,raw_current
homefix_hub,Home Services,C,Regulated,M,Mini,gpt54_nano,GPT-5.4 nano,10,0,0.11207729468599033,0.2729625107098521,raw_current
homefix_hub,Home Services,C,Regulated,M,Mini,claude_haiku45,Claude Haiku 4.5,10,0,0.19855072463768114,0.37588563906019135,raw_current
homefix_hub,Home Services,C,Regulated,M,Mini,gemini31_flash_lite,Gemini 3.1 Flash Lite,10,0,0.0,0.08403124248875127,raw_current
homefix_hub,Home Services,C,Regulated,T,Turbo,gpt54_mini,GPT-5.4 mini,10,0,0.0,0.04648126355612774,raw_current
homefix_hub,Home Services,C,Regulated,T,Turbo,claude_sonnet46,Claude Sonnet 4.6,10,1,0.6024154589371981,0.6763577335486969,raw_current
homefix_hub,Home Services,C,Regulated,T,Turbo,gemini_flash_latest,Gemini 3.1 Flash,10,0,0.6676328502415458,0.7343563804799054,raw_current
homefix_hub,Home Services,C,Regulated,F,Frontier,gpt54,GPT-5.4,10,0,0.4400966183574879,0.5861768610625567,raw_current
homefix_hub,Home Services,C,Regulated,F,Frontier,claude_opus46,Claude Opus 4.6,10,1,0.6961352657004831,0.7832058050242419,raw_current
homefix_hub,Home Services,C,Regulated,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,10,0,0.6864734299516908,0.8249057757189739,raw_current
homefix_hub,Home Services,D,Release-stage,M,Mini,gpt54_nano,GPT-5.4 nano,10,0,0.09151291512915129,0.3187587245854201,raw_current
homefix_hub,Home Services,D,Release-stage,M,Mini,claude_haiku45,Claude Haiku 4.5,10,0,0.05018450184501845,0.1658691051242432,raw_current
homefix_hub,Home Services,D,Release-stage,M,Mini,gemini31_flash_lite,Gemini 3.1 Flash Lite,10,0,0.0,0.07730235221349253,raw_current
homefix_hub,Home Services,D,Release-stage,T,Turbo,gpt54_mini,GPT-5.4 mini,10,0,0.00036900369003690003,0.07104499137405326,raw_current
homefix_hub,Home Services,D,Release-stage,T,Turbo,claude_sonnet46,Claude Sonnet 4.6,10,0,0.2859778597785978,0.45283576274488924,raw_current
homefix_hub,Home Services,D,Release-stage,T,Turbo,gemini_flash_latest,Gemini 3.1 Flash,10,0,0.3284132841328413,0.6016604909522376,raw_current
homefix_hub,Home Services,D,Release-stage,F,Frontier,gpt54,GPT-5.4,10,0,0.3678966789667896,0.6330464465690694,raw_current
homefix_hub,Home Services,D,Release-stage,F,Frontier,claude_opus46,Claude Opus 4.6,10,0,0.4114391143911439,0.5864753890354559,raw_current
homefix_hub,Home Services,D,Release-stage,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,10,0,0.4671586715867158,0.7769955445172475,raw_current
